country,region,category,product_name,fiscal_year,quarter,avg_trends_score,total_search_volume,avg_yoy_growth_pct,total_social_mentions,avg_amazon_bsr,total_demand_units,avg_seasonality_index,demand_classification
Saudi Arabia,Middle East,Rugs,Jute Braided Area Rug 2x3ft,2024,Q3,64.4,1472256,20.79,55713,214.0,34427,1.01,📈 Growing
USA,North America,Decor,Handmade Soy Candle Set of 3,2024,Q1,57.3,2905261,20.79,55454,221.0,33301,1.018,📈 Growing
France,Europe,Storage,Woven Seagrass Floor Basket,2024,Q1,58.6,904246,20.79,43810,281.0,26307,1.018,📈 Growing
Germany,Europe,Furniture,Cane Rattan Side Table,2024,Q2,54.6,1024321,20.79,43613,281.0,25989,0.917,📈 Growing
Portugal,Europe,Textiles,Hand Block Print Bedsheet Set,2024,Q3,64.2,501023,20.79,47152,278.0,26585,1.01,📈 Growing
Australia,Asia Pacific,Decor,Handmade Soy Candle Set of 3,2024,Q2,54.8,635224,20.78,43609,269.0,27185,0.917,📈 Growing
Portugal,Europe,Kitchen,Ceramic Dinner Set 12pc,2024,Q4,82.7,646709,20.78,56916,217.0,34324,1.233,📈 Growing
Portugal,Europe,Garden,Terracotta Planter Large,2024,Q4,82.2,643282,20.78,53893,218.0,34145,1.233,📈 Growing
UAE,Middle East,Decor,Brass Tealight Holder Set of 4,2024,Q2,55.1,1458687,20.78,52392,236.0,30955,0.917,📈 Growing
South Africa,Africa,Decor,Hand Painted Wooden Bowl,2024,Q3,63.9,570136,20.78,44760,266.0,27743,1.01,📈 Growing
UK,Europe,Rugs,Jute Braided Area Rug 2x3ft,2024,Q1,57.4,1330183,20.77,50120,237.0,31121,1.018,📈 Growing
Malaysia,Asia Pacific,Decor,Hand Painted Wooden Tray,2024,Q4,82.6,1289923,20.77,70701,173.0,43074,1.233,📈 Growing
France,Europe,Rugs,Jute Braided Area Rug 2x3ft,2024,Q1,57.6,889908,20.77,42095,285.0,25890,1.018,📈 Growing
Kuwait,Middle East,Kitchen,Copper Water Bottle 1L,2024,Q2,55.7,614043,20.77,48224,248.0,29432,0.917,📈 Growing
Ireland,Europe,Bath,Bamboo Toothbrush Holder Set,2024,Q1,57.7,509173,20.76,44519,269.0,27456,1.018,📈 Growing
Canada,North America,Lighting,Rattan Pendant Lamp Shade,2024,Q3,63.8,1102301,20.76,57893,217.0,34090,1.01,📈 Growing
Saudi Arabia,Middle East,Decor,Jute Rope Mirror Frame Round,2024,Q2,55.2,1247437,20.76,49528,251.0,29166,0.917,📈 Growing
France,Europe,Kitchen,Teak Wood Salad Bowl Large,2024,Q3,63.8,995824,20.76,47408,255.0,28973,1.01,📈 Growing
UK,Europe,Storage,Handwoven Jute Storage Basket Small,2024,Q4,83.0,1943174,20.76,74935,163.0,45481,1.233,📈 Growing
Canada,North America,Textiles,Kantha Quilt Throw Blanket,2024,Q3,64.4,1113392,20.76,56140,214.0,34430,1.01,📈 Growing
New Zealand,Asia Pacific,Kitchen,Teak Wood Salad Bowl Large,2024,Q2,54.8,408052,20.76,44166,280.0,26071,0.917,📈 Growing
UK,Europe,Garden,Terracotta Planter Large,2024,Q2,55.3,1280188,20.75,48688,244.0,29948,0.917,📈 Growing
Singapore,Asia Pacific,Decor,Brass Tealight Holder Set of 4,2024,Q3,63.7,851784,20.75,55324,222.0,33174,1.01,📈 Growing
UAE,Middle East,Decor,Hand Painted Wooden Tray,2024,Q2,55.1,1458483,20.75,51249,236.0,30947,0.917,📈 Growing
UAE,Middle East,Kitchen,Teak Wood Salad Bowl Large,2024,Q1,57.6,1524346,20.75,51079,228.0,32341,1.018,📈 Growing
UAE,Middle East,Kitchen,Teak Wood Cheese Board,2024,Q4,82.6,2211807,20.75,77709,158.0,46957,1.233,📈 Growing
Singapore,Asia Pacific,Kitchen,Bamboo Serving Tray Large,2024,Q1,57.6,762074,20.74,46724,249.0,29679,1.018,📈 Growing
Spain,Europe,Decor,Jute Rope Mirror Frame Round,2024,Q1,57.5,697765,20.74,39211,299.0,24698,1.018,📈 Growing
Japan,Asia Pacific,Decor,Brass Tealight Holder Set of 4,2024,Q3,63.6,708589,20.74,39846,290.0,25464,1.01,📈 Growing
Japan,Asia Pacific,Garden,Terracotta Planter Set of 3,2024,Q1,57.7,636194,20.73,38461,323.0,22854,1.018,📈 Growing
UAE,Middle East,Kitchen,Ceramic Mug Set of 4,2024,Q4,82.5,2209009,20.73,73850,159.0,46899,1.233,📈 Growing
South Africa,Africa,Bath,Bamboo Toothbrush Holder Set,2024,Q2,54.9,484357,20.73,36637,310.0,23567,0.917,📈 Growing
South Africa,Africa,Kitchen,Copper Water Bottle 1L,2024,Q1,57.1,503953,20.73,42741,301.0,24523,1.018,📈 Growing
Kuwait,Middle East,Decor,Recycled Glass Vase Set of 2,2024,Q3,63.8,710941,20.73,54811,217.0,34080,1.01,📈 Growing
Sweden,Europe,Storage,Jute Cotton Laundry Basket,2024,Q4,83.2,835924,20.73,58913,197.0,37849,1.233,📈 Growing
Japan,Asia Pacific,Textiles,Hand Embroidered Cushion Cover Set 2,2024,Q2,54.7,603748,20.73,34799,337.0,21695,0.917,📈 Growing
Kuwait,Middle East,Decor,Macrame Wall Hanging Small,2024,Q2,54.9,605988,20.73,49131,251.0,29048,0.917,📈 Growing
UK,Europe,Decor,Macrame Wall Hanging Small,2024,Q3,64.4,1508994,20.72,56276,209.0,35307,1.01,📈 Growing
New Zealand,Asia Pacific,Lighting,Bamboo Table Lamp,2024,Q1,57.5,427854,20.72,44771,270.0,27340,1.018,📈 Growing
Spain,Europe,Kitchen,Bamboo Cutting Board Set of 3,2024,Q4,83.0,1020651,20.72,61952,206.0,36139,1.233,📈 Growing
Singapore,Asia Pacific,Decor,Jute Rope Mirror Frame Round,2024,Q4,83.1,1113246,20.72,70633,172.0,43375,1.233,📈 Growing
Netherlands,Europe,Storage,Jute Cotton Laundry Basket,2024,Q1,57.9,670064,20.71,41579,297.0,24851,1.018,📈 Growing
Australia,Asia Pacific,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q2,55.2,639801,20.71,45895,267.0,27377,0.917,📈 Growing
Portugal,Europe,Decor,Warli Art Wall Plate Set of 3,2024,Q1,57.5,443641,20.71,37281,315.0,23530,1.018,📈 Growing
UAE,Middle East,Decor,Madhubani Art Canvas Print Large,2024,Q1,57.9,1531998,20.71,50528,227.0,32511,1.018,📈 Growing
Singapore,Asia Pacific,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q4,80.8,1081799,20.71,65272,177.0,42148,1.233,📈 Growing
South Africa,Africa,Lighting,Rattan Pendant Lamp Shade,2024,Q1,56.7,499886,20.71,38452,303.0,24329,1.018,📈 Growing
Malaysia,Asia Pacific,Rugs,Jute Braided Area Rug 4x6ft,2024,Q4,82.4,1286588,20.71,70418,173.0,42962,1.233,📈 Growing
South Africa,Africa,Decor,Macrame Plant Hanger Set of 3,2024,Q4,83.3,743966,20.71,60033,205.0,36227,1.233,📈 Growing
Australia,Asia Pacific,Rugs,Jute Braided Area Rug 2x3ft,2024,Q3,64.5,754844,20.7,49505,229.0,32310,1.01,📈 Growing
Kuwait,Middle East,Kitchen,Bamboo Serving Tray Large,2024,Q2,55.8,615524,20.7,48923,248.0,29502,0.917,📈 Growing
USA,North America,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q4,82.7,4244359,20.7,78836,153.0,48674,1.233,📈 Growing
Sweden,Europe,Kitchen,Teak Wood Cheese Board,2024,Q4,83.3,836761,20.7,60111,196.0,37891,1.233,📈 Growing
France,Europe,Decor,Hand Painted Wooden Bowl,2024,Q1,57.4,886561,20.7,41364,286.0,25789,1.018,📈 Growing
Portugal,Europe,Textiles,Block Print Cotton Napkin Set of 6,2024,Q2,55.0,424690,20.7,39070,325.0,22531,0.917,📈 Growing
UAE,Middle East,Decor,Macrame Plant Hanger Set of 3,2024,Q1,57.3,1517231,20.7,52982,230.0,32191,1.018,📈 Growing
Portugal,Europe,Storage,Woven Seagrass Floor Basket,2024,Q2,55.3,427304,20.69,37184,322.0,22663,0.917,📈 Growing
Canada,North America,Kitchen,Copper Water Bottle 1L,2024,Q3,64.1,1107211,20.69,58171,216.0,34243,1.01,📈 Growing
UAE,Middle East,Decor,Handmade Soy Candle Set of 3,2024,Q4,82.8,2215520,20.69,82199,158.0,47036,1.233,📈 Growing
Germany,Europe,Kitchen,Teak Wood Salad Bowl Large,2024,Q2,55.3,1036127,20.69,45910,278.0,26287,0.917,📈 Growing
UAE,Middle East,Decor,Handmade Soy Candle Set of 3,2024,Q2,55.6,1471804,20.69,51468,234.0,31230,0.917,📈 Growing
Malaysia,Asia Pacific,Textiles,Hand Embroidered Cushion Cover Set 2,2024,Q4,82.7,1292092,20.69,74252,173.0,43153,1.233,📈 Growing
USA,North America,Decor,Hand Painted Wooden Tray,2024,Q3,64.0,3283305,20.69,66564,196.0,37643,1.01,📈 Growing
Japan,Asia Pacific,Decor,Brass Tealight Holder Set of 4,2024,Q4,82.0,915315,20.69,54123,226.0,32906,1.233,📈 Growing
Germany,Europe,Kitchen,Bamboo Serving Tray Large,2024,Q3,64.1,1215738,20.68,54255,239.0,30847,1.01,📈 Growing
Kuwait,Middle East,Kitchen,Copper Water Bottle 750ml,2024,Q1,57.4,632904,20.68,50098,243.0,30339,1.018,📈 Growing
South Africa,Africa,Decor,Brass Tealight Holder Set of 4,2024,Q4,82.8,739042,20.68,57520,207.0,35982,1.233,📈 Growing
New Zealand,Asia Pacific,Kitchen,Copper Water Bottle 750ml,2024,Q4,82.2,618838,20.68,64967,189.0,39556,1.233,📈 Growing
Netherlands,Europe,Decor,Brass Tealight Holder Set of 4,2024,Q2,55.0,636790,20.68,40279,310.0,23611,0.917,📈 Growing
South Africa,Africa,Rugs,Jute Braided Area Rug 4x6ft,2024,Q4,83.2,742341,20.68,60538,206.0,36145,1.233,📈 Growing
South Africa,Africa,Garden,Terracotta Planter Set of 3,2024,Q2,54.8,483443,20.67,37794,311.0,23529,0.917,📈 Growing
USA,North America,Decor,Macrame Wall Hanging Large,2024,Q2,55.1,2797072,20.67,51513,228.0,32062,0.917,📈 Growing
UK,Europe,Storage,Handwoven Jute Storage Basket Large,2024,Q3,64.1,1501716,20.67,58852,210.0,35138,1.01,📈 Growing
Netherlands,Europe,Decor,Hand Painted Wooden Bowl,2024,Q1,57.7,667768,20.67,42579,299.0,24760,1.018,📈 Growing
UK,Europe,Kitchen,Ceramic Mug Set of 4,2024,Q4,83.5,1959716,20.67,74439,162.0,45863,1.233,📈 Growing
Sweden,Europe,Decor,Brass Tealight Holder Set of 4,2024,Q1,57.3,569152,20.67,41715,286.0,25754,1.018,📈 Growing
Australia,Asia Pacific,Storage,Woven Seagrass Floor Basket,2024,Q4,83.8,981327,20.66,71803,177.0,42014,1.233,📈 Growing
Sweden,Europe,Decor,Handmade Paper Photo Frame Set 3,2024,Q1,57.6,571768,20.66,41310,285.0,25878,1.018,📈 Growing
Japan,Asia Pacific,Lighting,Rattan Pendant Lamp Shade,2024,Q2,55.5,612095,20.66,38028,332.0,21995,0.917,📈 Growing
Ireland,Europe,Decor,Hand Painted Wooden Bowl,2024,Q4,83.4,744974,20.66,63732,185.0,40187,1.233,📈 Growing
New Zealand,Asia Pacific,Storage,Jute Cotton Laundry Basket,2024,Q3,63.6,478955,20.66,51637,241.0,30608,1.01,📈 Growing
UK,Europe,Kitchen,Ceramic Mug Set of 4,2024,Q1,57.7,1336796,20.66,53083,235.0,31277,1.018,📈 Growing
Saudi Arabia,Middle East,Furniture,Cane Rattan Side Table,2024,Q1,57.9,1308152,20.65,49952,241.0,30582,1.018,📈 Growing
South Africa,Africa,Decor,Hand Painted Wooden Bowl,2024,Q2,54.2,478256,20.65,41870,314.0,23275,0.917,📈 Growing
Saudi Arabia,Middle East,Textiles,Kantha Quilt Throw Blanket,2024,Q2,55.0,1242913,20.65,48715,252.0,29059,0.917,📈 Growing
Spain,Europe,Decor,Hand Painted Wooden Bowl,2024,Q1,57.1,693280,20.65,40421,301.0,24539,1.018,📈 Growing
Australia,Asia Pacific,Kitchen,Bamboo Serving Tray Large,2024,Q4,82.0,960405,20.65,64290,181.0,41114,1.233,📈 Growing
Netherlands,Europe,Kitchen,Copper Water Bottle 1L,2024,Q4,81.9,959077,20.64,59531,209.0,35574,1.233,📈 Growing
France,Europe,Rugs,Jute Braided Area Rug 2x3ft,2024,Q4,82.8,1293826,20.64,61968,198.0,37664,1.233,📈 Growing
Italy,Europe,Furniture,Cane Rattan Side Table,2024,Q2,54.8,725038,20.64,41483,297.0,24605,0.917,📈 Growing
Portugal,Europe,Garden,Terracotta Planter Set of 3,2024,Q3,64.7,505283,20.64,43838,275.0,26807,1.01,📈 Growing
South Africa,Africa,Decor,Warli Art Wall Plate Set of 3,2024,Q2,55.2,487247,20.64,39143,308.0,23708,0.917,📈 Growing
Portugal,Europe,Storage,Woven Seagrass Floor Basket,2024,Q4,81.9,639596,20.64,59309,219.0,33941,1.233,📈 Growing
Spain,Europe,Garden,Terracotta Planter Large,2024,Q4,82.1,1007445,20.64,61388,209.0,35679,1.233,📈 Growing
Ireland,Europe,Furniture,Cane Rattan Side Table,2024,Q1,57.4,506150,20.64,46116,270.0,27288,1.018,📈 Growing
Malaysia,Asia Pacific,Kitchen,Bamboo Cutting Board Set of 3,2024,Q2,54.3,838123,20.63,45753,261.0,27972,0.917,📈 Growing
Germany,Europe,Textiles,Block Print Cotton Napkin Set of 6,2024,Q3,63.8,1209310,20.63,50776,241.0,30686,1.01,📈 Growing
Australia,Asia Pacific,Storage,Handwoven Jute Storage Basket Large,2024,Q2,54.6,632326,20.63,43925,270.0,27057,0.917,📈 Growing
Sweden,Europe,Kitchen,Ceramic Dinner Set 12pc,2024,Q1,57.9,574491,20.63,43569,284.0,26000,1.018,📈 Growing
Kuwait,Middle East,Rugs,Jute Braided Area Rug 4x6ft,2024,Q2,54.9,605844,20.62,47695,252.0,29032,0.917,📈 Growing
Spain,Europe,Bath,Bamboo Toothbrush Holder Set,2024,Q3,64.1,786707,20.62,47337,265.0,27849,1.01,📈 Growing
Netherlands,Europe,Decor,Recycled Glass Vase Set of 2,2024,Q1,57.9,671005,20.62,40254,298.0,24879,1.018,📈 Growing
Australia,Asia Pacific,Kitchen,Ceramic Mug Set of 4,2024,Q1,57.0,660460,20.62,44799,261.0,28265,1.018,📈 Growing
Saudi Arabia,Middle East,Furniture,Cane Rattan Side Table,2024,Q2,54.8,1239988,20.62,44499,252.0,28991,0.917,📈 Growing
Canada,North America,Furniture,Cane Rattan Side Table,2024,Q2,55.5,949551,20.62,49262,249.0,29356,0.917,📈 Growing
Kuwait,Middle East,Lighting,Bamboo Table Lamp,2024,Q1,57.8,637140,20.62,49942,242.0,30541,1.018,📈 Growing
South Africa,Africa,Textiles,Hand Embroidered Cushion Cover Set 2,2024,Q3,64.0,570549,20.62,45639,266.0,27770,1.01,📈 Growing
Portugal,Europe,Kitchen,Copper Water Bottle 750ml,2024,Q1,57.4,443313,20.61,37148,314.0,23515,1.018,📈 Growing
Japan,Asia Pacific,Kitchen,Copper Water Bottle 1L,2024,Q4,83.6,933422,20.61,59017,221.0,33556,1.233,📈 Growing
South Africa,Africa,Textiles,Hand Block Print Bedsheet Set,2024,Q1,58.0,511376,20.6,41704,297.0,24894,1.018,📈 Growing
Kuwait,Middle East,Decor,Hand Painted Wooden Bowl,2024,Q1,57.3,631905,20.6,51730,244.0,30288,1.018,📈 Growing
Australia,Asia Pacific,Storage,Handwoven Jute Storage Basket Large,2024,Q3,63.8,747272,20.6,52613,231.0,31983,1.01,📈 Growing
Malaysia,Asia Pacific,Kitchen,Ceramic Mug Set of 4,2024,Q1,57.7,890511,20.6,46174,249.0,29725,1.018,📈 Growing
France,Europe,Decor,Brass Tealight Holder Set of 4,2024,Q4,83.0,1297045,20.6,59242,197.0,37761,1.233,📈 Growing
Malaysia,Asia Pacific,Decor,Macrame Wall Hanging Large,2024,Q4,81.9,1279127,20.6,72497,174.0,42716,1.233,📈 Growing
Portugal,Europe,Storage,Jute Cotton Laundry Basket,2024,Q3,64.4,502629,20.6,46122,277.0,26667,1.01,📈 Growing
Japan,Asia Pacific,Furniture,Cane Rattan Side Table,2024,Q3,63.9,712990,20.6,41325,288.0,25621,1.01,📈 Growing
Singapore,Asia Pacific,Decor,Macrame Wall Hanging Large,2024,Q4,83.1,1112654,20.59,74349,171.0,43347,1.233,📈 Growing
Sweden,Europe,Lighting,Rattan Pendant Lamp Shade,2024,Q1,57.8,574185,20.59,45159,284.0,25988,1.018,📈 Growing
UK,Europe,Storage,Woven Seagrass Floor Basket,2024,Q1,57.8,1339451,20.58,51428,236.0,31340,1.018,📈 Growing
Singapore,Asia Pacific,Storage,Jute Cotton Laundry Basket,2024,Q3,64.7,865335,20.58,57491,219.0,33707,1.01,📈 Growing
Saudi Arabia,Middle East,Decor,Warli Art Wall Plate Set of 3,2024,Q1,57.5,1299253,20.58,50331,243.0,30373,1.018,📈 Growing
South Africa,Africa,Kitchen,Teak Wood Salad Bowl Large,2024,Q4,82.5,737081,20.58,62845,207.0,35888,1.233,📈 Growing
Kuwait,Middle East,Decor,Macrame Plant Hanger Set of 3,2024,Q3,64.3,717444,20.58,56489,214.0,34393,1.01,📈 Growing
Germany,Europe,Decor,Handmade Soy Candle Set of 3,2024,Q3,64.2,1216880,20.58,48109,239.0,30880,1.01,📈 Growing
Singapore,Asia Pacific,Rugs,Jute Braided Area Rug 4x6ft,2024,Q1,57.5,760539,20.58,45717,249.0,29617,1.018,📈 Growing
Italy,Europe,Decor,Handmade Soy Candle Set of 3,2024,Q4,82.8,1107745,20.57,59780,198.0,37614,1.233,📈 Growing
Australia,Asia Pacific,Decor,Recycled Glass Vase Set of 2,2024,Q4,82.4,965064,20.57,65461,180.0,41315,1.233,📈 Growing
Sweden,Europe,Decor,Handmade Soy Candle Set of 3,2024,Q2,55.1,546976,20.57,41498,295.0,24752,0.917,📈 Growing
Italy,Europe,Storage,Woven Seagrass Floor Basket,2024,Q2,55.4,733790,20.57,42107,294.0,24910,0.917,📈 Growing
Ireland,Europe,Decor,Jute Rope Mirror Frame Round,2024,Q2,55.0,485051,20.57,45975,280.0,26148,0.917,📈 Growing
Germany,Europe,Lighting,Bamboo Table Lamp,2024,Q3,64.3,1218885,20.57,52563,239.0,30931,1.01,📈 Growing
Italy,Europe,Decor,Warli Art Wall Plate Set of 3,2024,Q2,55.3,731667,20.56,40652,294.0,24830,0.917,📈 Growing
Spain,Europe,Rugs,Jute Braided Area Rug 2x3ft,2024,Q3,64.4,789728,20.56,44684,264.0,27957,1.01,📈 Growing
France,Europe,Lighting,Rattan Pendant Lamp Shade,2024,Q1,57.7,890280,20.56,43944,285.0,25897,1.018,📈 Growing
Ireland,Europe,Rugs,Jute Braided Area Rug 2x3ft,2024,Q2,55.3,487944,20.56,44837,277.0,26304,0.917,📈 Growing
UK,Europe,Kitchen,Teak Wood Cheese Board,2024,Q2,55.4,1282216,20.56,49801,243.0,30002,0.917,📈 Growing
Germany,Europe,Rugs,Jute Braided Area Rug 4x6ft,2024,Q2,55.3,1036420,20.56,42341,278.0,26292,0.917,📈 Growing
France,Europe,Storage,Handwoven Jute Storage Basket Large,2024,Q3,64.9,1013260,20.55,46308,250.0,29484,1.01,📈 Growing
Germany,Europe,Decor,Hand Painted Wooden Bowl,2024,Q4,82.4,1563476,20.55,67014,187.0,39682,1.233,📈 Growing
UK,Europe,Kitchen,Ceramic Dinner Set 12pc,2024,Q2,54.9,1270875,20.55,51427,246.0,29729,0.917,📈 Growing
Saudi Arabia,Middle East,Decor,Madhubani Art Canvas Print Large,2024,Q2,54.9,1241848,20.55,46991,252.0,29039,0.917,📈 Growing
Netherlands,Europe,Decor,Macrame Wall Hanging Large,2024,Q2,54.8,634202,20.55,38517,311.0,23513,0.917,📈 Growing
Canada,North America,Garden,Terracotta Planter Set of 3,2024,Q4,82.5,1429331,20.55,71803,168.0,44219,1.233,📈 Growing
Sweden,Europe,Decor,Handmade Paper Photo Frame Set 3,2024,Q4,81.7,820591,20.54,60641,200.0,37162,1.233,📈 Growing
Ireland,Europe,Decor,Recycled Glass Vase Set of 2,2024,Q4,83.1,742487,20.54,66553,186.0,40054,1.233,📈 Growing
Netherlands,Europe,Lighting,Bamboo Table Lamp,2024,Q3,64.4,753697,20.53,46885,264.0,27953,1.01,📈 Growing
Spain,Europe,Rugs,Jute Braided Area Rug 4x6ft,2024,Q3,64.4,789605,20.53,43052,264.0,27948,1.01,📈 Growing
Sweden,Europe,Garden,Terracotta Planter Large,2024,Q4,81.2,815724,20.52,56419,202.0,36933,1.233,📈 Growing
Sweden,Europe,Decor,Hand Painted Wooden Bowl,2024,Q1,57.7,572459,20.52,40255,286.0,25906,1.018,📈 Growing
France,Europe,Kitchen,Teak Wood Salad Bowl Large,2024,Q2,55.7,860172,20.52,41798,292.0,25024,0.917,📈 Growing
Australia,Asia Pacific,Decor,Macrame Wall Hanging Large,2024,Q1,57.3,664025,20.52,47157,260.0,28413,1.018,📈 Growing
Singapore,Asia Pacific,Storage,Handwoven Jute Storage Basket Small,2024,Q2,55.2,731097,20.52,47876,257.0,28469,0.917,📈 Growing
Netherlands,Europe,Decor,Hand Painted Wooden Tray,2024,Q2,54.6,632378,20.52,40064,312.0,23444,0.917,📈 Growing
Sweden,Europe,Kitchen,Copper Water Bottle 1L,2024,Q2,54.9,544565,20.52,41139,297.0,24644,0.917,📈 Growing
France,Europe,Storage,Handwoven Jute Storage Basket Small,2024,Q1,57.9,893711,20.52,42660,284.0,25999,1.018,📈 Growing
South Africa,Africa,Decor,Hand Painted Wooden Tray,2024,Q2,55.0,485281,20.52,39127,310.0,23618,0.917,📈 Growing
UAE,Middle East,Rugs,Cotton Dhurrie Rug 3x5ft,2024,Q4,82.6,2210368,20.51,74199,158.0,46925,1.233,📈 Growing
New Zealand,Asia Pacific,Decor,Madhubani Art Canvas Print Large,2024,Q1,57.6,428716,20.51,45359,269.0,27391,1.018,📈 Growing
Saudi Arabia,Middle East,Decor,Handmade Paper Photo Frame Set 3,2024,Q2,55.2,1248477,20.51,47870,250.0,29189,0.917,📈 Growing
Saudi Arabia,Middle East,Storage,Handwoven Jute Storage Basket Small,2024,Q1,57.9,1309055,20.51,50408,242.0,30609,1.018,📈 Growing
Japan,Asia Pacific,Textiles,Hand Block Print Bedsheet Set,2024,Q2,55.1,607711,20.5,33070,335.0,21831,0.917,📈 Growing
Ireland,Europe,Storage,Woven Seagrass Floor Basket,2024,Q2,55.0,484852,20.5,43474,280.0,26137,0.917,📈 Growing
Japan,Asia Pacific,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q2,55.2,608433,20.5,33957,335.0,21857,0.917,📈 Growing
Kuwait,Middle East,Textiles,Kantha Quilt Throw Blanket,2024,Q3,65.1,725850,20.49,56530,212.0,34795,1.01,📈 Growing
Portugal,Europe,Rugs,Jute Braided Area Rug 4x6ft,2024,Q3,63.7,497152,20.49,41047,280.0,26377,1.01,📈 Growing
Australia,Asia Pacific,Rugs,Jute Braided Area Rug 2x3ft,2024,Q4,83.2,974226,20.49,72461,178.0,41712,1.233,📈 Growing
New Zealand,Asia Pacific,Garden,Terracotta Planter Set of 3,2024,Q2,55.1,410372,20.49,44620,279.0,26223,0.917,📈 Growing
Malaysia,Asia Pacific,Decor,Handmade Soy Candle Set of 3,2024,Q3,63.1,985215,20.49,54094,225.0,32892,1.01,📈 Growing
Germany,Europe,Kitchen,Teak Wood Cheese Board,2024,Q3,64.6,1224950,20.48,51169,238.0,31081,1.01,📈 Growing
USA,North America,Decor,Handmade Paper Photo Frame Set 3,2024,Q4,82.4,4226260,20.48,80658,154.0,48462,1.233,📈 Growing
Japan,Asia Pacific,Rugs,Jute Braided Area Rug 4x6ft,2024,Q4,81.9,913743,20.48,55039,227.0,32856,1.233,📈 Growing
USA,North America,Decor,Hand Painted Wooden Bowl,2024,Q4,83.3,4274264,20.48,83188,151.0,49017,1.233,📈 Growing
Ireland,Europe,Kitchen,Teak Wood Salad Bowl Large,2024,Q2,55.2,486818,20.48,44177,279.0,26244,0.917,📈 Growing
Japan,Asia Pacific,Textiles,Block Print Cotton Table Runner,2024,Q1,57.2,630604,20.48,37040,326.0,22655,1.018,📈 Growing
Japan,Asia Pacific,Kitchen,Teak Wood Cheese Board,2024,Q3,64.4,717817,20.47,42877,286.0,25798,1.01,📈 Growing
Netherlands,Europe,Rugs,Jute Braided Area Rug 2x3ft,2024,Q4,82.8,971880,20.47,55616,207.0,36057,1.233,📈 Growing
Spain,Europe,Kitchen,Bamboo Serving Tray Large,2024,Q1,56.8,689397,20.47,38173,301.0,24404,1.018,📈 Growing
UAE,Middle East,Textiles,Hand Block Print Bedsheet Set,2024,Q1,57.6,1524185,20.47,53347,228.0,32343,1.018,📈 Growing
Kuwait,Middle East,Decor,Hand Painted Wooden Tray,2024,Q4,82.4,918706,20.46,69080,168.0,44054,1.233,📈 Growing
Kuwait,Middle East,Kitchen,Bamboo Cutting Board Set of 3,2024,Q1,58.0,639255,20.46,47627,241.0,30638,1.018,📈 Growing
UK,Europe,Lighting,Bamboo Table Lamp,2024,Q2,55.8,1292015,20.46,50625,242.0,30220,0.917,📈 Growing
Portugal,Europe,Textiles,Hand Block Print Bedsheet Set,2024,Q4,82.9,647332,20.46,58087,217.0,34353,1.233,📈 Growing
South Africa,Africa,Decor,Brass Tealight Holder Set of 4,2024,Q3,63.7,568468,20.45,44547,267.0,27669,1.01,📈 Growing
UK,Europe,Decor,Macrame Plant Hanger Set of 3,2024,Q3,64.1,1500784,20.45,55391,210.0,35112,1.01,📈 Growing
